id,candidate_no,candidate_label,keitai,lemma_term,surface_term,match_source,work_id,title_ja,title_zh,token_ids,sentence_id,sentence_index,kwic_left,key,kwic_right,surface,lemma,lemma_reading,lemma_id,pos,orth_base,pronunciation,goshu,ja_sentence,zh_translation,align_type,align_score,review_note
both-book04-48395-383155,20,ほっと,Aっと,ほっと,ほっと,both,book04,夜に星を放つ,在夜晚放飞星星,383155,48395,216,見れ|ば|弓|ちゃん|を|思い出す|から|で|、|私|が|帰っ|て|こ|なく|て|どこ|か|両親|は,ほっと,し|て|も|いる|の|だ|と|思う|。|愛し|て|育て|て|くれ|た|し|、|両親|に|対し,ほっと,ほっと,ホット,34746,副詞,ほっと,ホット,和,コロナで帰ってこなくていいよ、と言ったものの、本当のことを言えば、私を見れば弓ちゃんを思い出すからで、私が帰ってこなくてどこか両親はほっとしてもいるのだと思う。,或许，双亲也和我一样。 / 嘴上说着担心新冠肺炎疫情，不用回去，其实，他们是不想在看见我之后想起小弓吧?,1:2,0.90764,
both-book04-48561-386142,20,ほっと,Aっと,ほっと,ほっと,both,book04,夜に星を放つ,在夜晚放飞星星,386142,48561,382,大きく|て|、|大き|過ぎ|て|、|その|体験|を|共有|し|て|いる|誰|か|が|いる|こと|に,ほっと,し|て|いる|こと|も|事実|な|の|だっ|た|。|つらい|気持ち|で|いる|の|は|自分|だけ|じゃ,ほっと,ほっと,ホット,34746,副詞,ほっと,ホット,和,それでも、大事な人を亡くした、ということはお互いに大きくて、大き過ぎて、その体験を共有している誰かがいることにほっとしていることも事実なのだった。,可是，重要的人走了——在这件事上，我们两个深深地，甚至可以说是过深地拥有着共同的体验。 / 而且，一想到能有另一个人和自己共同承担这种感受，我们都会略感心安。,1:2,1.0,
both-book04-49916-410437,20,ほっと,Aっと,ほっと,ほっと,both,book04,夜に星を放つ,在夜晚放飞星星,410437,49916,1737,。|だ|けど|、|掃除|は|父|さん|が|やっ|て|よ|ね|」|そう|言う|と|父|さん|は,ほっと,し|た|顔|を|見せ|た|。|『|お|料理|一|年|生|』|に|はだし|の|取り|方|から,ほっと,ほっと,ホット,34746,副詞,ほっと,ホット,和,そう言うと父さんはほっとした顔を見せた。,听我这样讲，爸爸露出一个如释重负的表情。,1:1,1.0,
both-book04-50062-413341,20,ほっと,Aっと,ほっと,ほっと,both,book04,夜に星を放つ,在夜晚放飞星星,413341,50062,1883,まるで|ジェスチャー|ゲーム|だ|。|「|うん|。|もう|寝る|よ|」|私|が|言う|と|、|母|さん|は,ほっと,し|た|よう|に|微笑ん|だ|。|その|瞬間|、|母|さん|の|姿|は|消え|、|私|は|思わ,ほっと,ほっと,ホット,34746,副詞,ほっと,ホット,和,私が言うと、母さんはほっとしたように微笑んだ。,听我这样说，妈妈露出一个放心的表情，微微笑了。,1:1,1.0,
both-book04-51946-444182,20,ほっと,Aっと,ほっと,ほっと,both,book04,夜に星を放つ,在夜晚放飞星星,444182,51946,3767,君|の|鼻|の|下|に|指|を|かざし|た|。|かわいい|寝息|が|指|に|あたる|。|僕|は,ほっと,し|て|その|場|に|しゃがみ込ん|で|しまっ|た|。|海|君|は|渚|さん|の|言う|通り|、|やっと,ほっと,ほっと,ホット,34746,副詞,ほっと,ホット,和,僕はほっとしてその場にしゃがみ込んでしまった。,我总算放心了，原地蹲下了身。,1:1,0.955891,
lemma_only-book05-59464-507670,20,ほっと,Aっと,ほっと,ほっと,lemma_only,book05,月の満ち欠け,月圆月缺,507670,59464,3062,来|た|ん|だ|けど|、|見|た|ところ|、|るり|さん|の|顔色|は|健康|そう|だ|し|、,ホッと,し|た|よ|。|そんな|難しい|顔|を|し|ない|で|、|よかっ|たら|、|部屋|に|あげ|て|もらっ,ホッと,ほっと,ホット,34746,副詞,ホッと,ホット,和,「病気だと聞いて見舞いに来たんだけど、見たところ、るりさんの顔色は健康そうだし、ホッとしたよ。,正木并没有退却“我听说你病了，就过来看看。 / 看起来你脸色还不错，我也放心了。,2:2,1.0,
both-book01-3209-47581,22,のんびり,AんBり,のんびり,のんびり,both,book01,海の見える理髪店,海边理发店,47581,3209,3209,顔|が|少し|赤く|なっ|た|だけ|だ|。|紙|コップ|に|つが|れ|た|食後|の|ウーロン|茶|を,のんびり,飲ん|で|いる|フォレスト|を|見つめ|て|言っ|た|。|「|酷い|な|。|俺|は|子ども|を|持っ|た,のんびり,のんびり,ノンビリ,29299,副詞,のんびり,ノンビリ,和,紙コップにつがれた食後のウーロン茶をのんびり飲んでいるフォレストを見つめて言った。,然而BigMan并没有变身，只是脸稍微变红了点。 / 他凝视着正慢悠悠地喝着纸杯里的餐后乌龙茶的Forest说：“太过分了……虽然我没孩子，可我真不敢相信有人干得出这种事情……”,3:2,0.886124,
both-book01-3497-51969,22,のんびり,AんBり,のんびり,のんびり,both,book01,海の見える理髪店,海边理发店,51969,3497,3497,私|を|待た|せ|て|いる|こと|など|気|に|もとめ|ず|に|、|スロー|モーション|フィルム|の|よう|に,のんびり,と|手|を|動かす|。|小さな|ドライバー|を|使っ|て|ネジ|を|はずし|、|ひと息|つき|、|それ|から|ピンセット,のんびり,のんびり,ノンビリ,29299,副詞,のんびり,ノンビリ,和,時計屋は私を待たせていることなど気にもとめずに、スローモーションフィルムのようにのんびりと手を動かす。,他的每一个动作都很从容，就像慢动作回放，完全不在乎还在一旁等待的我。,1:1,1.0,
both-book02-9715-83179,22,のんびり,AんBり,のんびり,のんびり,both,book02,蜜蜂と遠雷,蜜蜂与远雷,83179,9715,722,に|、|母|は|教師|や|マネージャー|と|し|て|も|優秀|だっ|た|。|本来|、|亜|夜|は,のんびり,し|て|い|て|何事|に|も|全く|欲|が|ない|。|か|と|いっ|て|大勢|の|中|で,のんびり,のんびり,ノンビリ,29299,副詞,のんびり,ノンビリ,和,本来、亜夜はのんびりしていて何事にも全く欲がない。,本来，亚夜无忧无虑，对任何事情都无欲无求。,1:1,1.0,
both-book02-9830-85455,22,のんびり,AんBり,のんびり,のんびり,both,book02,蜜蜂と遠雷,蜜蜂与远雷,85455,9830,837,先生|の|よう|な|、|眼鏡|の|奥|の|細く|温厚|な|目|。|何|より|、|話し|方|が,のんびり,し|て|い|て|、|まるで|、|お|駄賃|を|あげる|から|、|角|の|お|店|で|アイス|を,のんびり,のんびり,ノンビリ,29299,副詞,のんびり,ノンビリ,和,何より、話し方がのんびりしていて、まるで、お駄賃をあげるから、角のお店でアイスを買ってきて、というような気安い頼みに、亜夜は、はあ、いいですよ、何の曲がいいですか、とこれまた安請け合いをしていたのだった。,最重要的是，他说话慢悠悠，就像拜托亚夜去街角的小店买冰激凌，给零花钱哦。 / 亚夜也轻轻松松就答应了：好啊，要听什么曲子?,1:2,1.0,
both-book02-10971-106283,22,のんびり,AんBり,のんびり,のんびり,both,book02,蜜蜂と遠雷,蜜蜂与远雷,106283,10971,1978,ぐっすり|眠れ|た|。|ホテル|に|は|ピアノ|も|ない|し|、|部屋|に|何|も|ない|の|で|かえって,のんびり,でき|た|。|家|に|いれ|ば|、|ピアノ|が|気|に|なり|、|少し|で|も|時間|が|あれ,のんびり,のんびり,ノンビリ,29299,副詞,のんびり,ノンビリ,和,ホテルにはピアノもないし、部屋に何もないのでかえってのんびりできた。,酒店里没有钢琴，房间里什么都没有，反而令人放松。 / 如果是在家里，他会一直想着钢琴，只要一有时间，就会忍不住想去碰钢琴。,2:2,1.0,
both-book02-12561-134379,22,のんびり,AんBり,のんびり,のんびり,both,book02,蜜蜂と遠雷,蜜蜂与远雷,134379,12561,3568,ばかり|に|大きな|口|を|開け|て|待ち構え|て|いる|観客|の|お|目当て|の|主|は|、|至っ|て,のんびり,し|た|様子|で|、|小指|で|耳|を|ほじくっ|て|いる|。|大物|な|の|か|、|天然|な,のんびり,のんびり,ノンビリ,29299,副詞,のんびり,ノンビリ,和,嚙みつかんばかりに大きな口を開けて待ち構えている観客のお目当ての主は、至ってのんびりした様子で、小指で耳をほじくっている。,观众们张大嘴等候着，似乎在等待大餐，迫不及待要扑上去。 / 而我们的主角却一副轻松得不得了的样子，正在用小指头掏着耳朵。,1:2,1.0,
both-book02-13077-142720,22,のんびり,AんBり,のんびり,のんびり,both,book02,蜜蜂と遠雷,蜜蜂与远雷,142720,13077,4084,。|のろのろ|と|エレベーター|に|乗り|、|ホール|階|の|ボタン|を|押し|た|。|トイレ|に|行っ|たり|、,のんびり,着替え|たり|し|て|い|た|から|、|もう|次|の|演奏|が|始まっ|て|いる|。|ともあれ|、|この,のんびり,のんびり,ノンビリ,29299,副詞,のんびり,ノンビリ,和,トイレに行ったり、のんびり着替えたりしていたから、もう次の演奏が始まっている。,她去了一趟洗手间，又换好了衣服，下一场演奏已经开始了。,1:1,1.0,
both-book02-15544-183901,22,のんびり,AんBり,のんびり,のんびり,both,book02,蜜蜂と遠雷,蜜蜂与远雷,183901,15544,6551,頷く|と|、|あっさり|そう|片付け|て|しまっ|た|。|「|コーヒー|の|お|代わり|貰っ|て|くる|ね|」,のんびり,席|を|立っ|た|亜|夜|を|、|奏|は|溜息|を|つき|つつ|見送っ|た|。|全く|、|人,のんびり,のんびり,ノンビリ,29299,副詞,のんびり,ノンビリ,和,のんびり席を立った亜夜を、奏は溜息をつきつつ見送った。,亚夜慢悠悠地站起身来，奏叹了口气目送她。,1:1,1.0,
both-book02-19779-253141,22,のんびり,AんBり,のんびり,のんびり,both,book02,蜜蜂と遠雷,蜜蜂与远雷,253141,19779,10786,見合わせる|。|第|三|次|予選|が|終わっ|て|、|審査|結果|が|出る|まで|と|駅|の|近く|で,のんびり,お|茶|を|飲ん|で|い|たら|、|のんびり|し|すぎ|て|いつ|の|ま|に|か|発表|の|時間,のんびり,のんびり,ノンビリ,29299,副詞,のんびり,ノンビリ,和,第三次予選が終わって、審査結果が出るまでと駅の近くでのんびりお茶を飲んでいたら、のんびりしすぎていつのまにか発表の時間になってしまっていた。,第三次预选结束后，等待结果公布的时间里，他们悠悠然地去了车站附近喝茶。 / 好不容易放松下来，一不留神，就到了公布结果的时间。,1:2,1.0,
both-book02-19779-253150,22,のんびり,AんBり,のんびり,のんびり,both,book02,蜜蜂と遠雷,蜜蜂与远雷,253150,19779,10786,、|審査|結果|が|出る|まで|と|駅|の|近く|で|のんびり|お|茶|を|飲ん|で|い|たら|、,のんびり,し|すぎ|て|いつ|の|ま|に|か|発表|の|時間|に|なっ|て|しまっ|て|い|た|。|そこ,のんびり,のんびり,ノンビリ,29299,副詞,のんびり,ノンビリ,和,第三次予選が終わって、審査結果が出るまでと駅の近くでのんびりお茶を飲んでいたら、のんびりしすぎていつのまにか発表の時間になってしまっていた。,第三次预选结束后，等待结果公布的时间里，他们悠悠然地去了车站附近喝茶。 / 好不容易放松下来，一不留神，就到了公布结果的时间。,1:2,1.0,
both-book02-21184-273777,22,のんびり,AんBり,のんびり,のんびり,both,book02,蜜蜂と遠雷,蜜蜂与远雷,273777,21184,12191,だ|から|ね|。|もう|こんな|時間|。|とっとと|寝|ましょ|」|「|そう|だ|そう|だ|。|こんな|に,のんびり,し|てる|場合|じゃ|なかっ|た|。|まだ|コンクール|、|終わっ|て|ない|ん|だ|よ|ね|」|亜|夜,のんびり,のんびり,ノンビリ,29299,副詞,のんびり,ノンビリ,和,こんなにのんびりしてる場合じゃなかった。,亚夜轻轻打着哈欠，跑进洗手间。,4:1,0.614162,
both-book02-21643-280829,22,のんびり,AんBり,のんびり,のんびり,both,book02,蜜蜂と遠雷,蜜蜂与远雷,280829,21643,12650,の|道草|と|迷子|を|経|て|、|再び|歩く|べき|道|に|戻っ|て|き|た|の|だ|。,のんびり,し|た|、|苔むし|た|脇道|で|は|なく|、|前|を|向い|て|皆|が|進む|広い|幹線|道路,のんびり,のんびり,ノンビリ,29299,副詞,のんびり,ノンビリ,和,のんびりした、苔むした脇道ではなく、前を向いて皆が進む広い幹線道路に。,这是一条宽敞的道路，不是生满了青苔的羊肠小道。 / 我和大家一起走在了宽广的主干线上。,2:2,1.0,
both-book03-34811-288385,22,のんびり,AんBり,のんびり,のんびり,both,book03,少年と犬,少年与犬,288385,34811,344,違い|ない|─|─|そう|思わ|せる|もの|が|多聞|に|は|あっ|た|。|「|和正|、|なに|を,のんびり,歩い|てる|の|よ|。|速く|、|速く|」|母|が|振り返っ|て|手招き|し|た|。|和正|の|こと,のんびり,のんびり,ノンビリ,29299,副詞,のんびり,ノンビリ,和,「和正、なにをのんびり歩いてるのよ。,“和正，别再慢条斯理地散步了。 / 加速，快加速。”,2:2,1.0,
both-book03-40893-364850,22,のんびり,AんBり,のんびり,のんびり,both,book03,少年と犬,少年与犬,364850,40893,6426,て|心配|し|て|た|の|よ|」|言葉|と|は|裏腹|に|、|妻|の|久子|の|声|は,のんびり,し|て|い|た|。|「|帰る|途中|で|、|犬|を|見つけ|た|ん|だ|」|「|犬|？,のんびり,のんびり,ノンビリ,29299,副詞,のんびり,ノンビリ,和,言葉とは裏腹に、妻の久子の声はのんびりしていた。,和问话的内容不同，妻子久子的声音听上去很悠闲。,1:1,1.0,
both-book01-3617-53887,23,さっぱり,AっBり,さっぱり,さっぱり,both,book01,海の見える理髪店,海边理发店,53887,3617,3617,映画|館|へ|行く|の|に|、|わざわざ|スーツ|を|着こん|で|い|た|。|映画|の|ストーリー|は|きれい,さっぱり,忘れ|て|いる|の|に|、|その|こと|を|覚え|て|いる|の|は|、|映画|の|後|の|お,さっぱり,さっぱり,サッパリ,14255,副詞,さっぱり,サッパリ,和,映画のストーリーはきれいさっぱり忘れているのに、そのことを覚えているのは、映画の後のお楽しみだった、デパートの食堂で食事をした時の記憶が鮮明だからだ。,也许他真的是个爱赶时髦的人，不过是去隔壁小镇看个电影，都要穿西装。 / 电影情节我早就忘了，却偏偏记得那天父亲穿着西装。 / 因为看完电影后的重头戏，是去百货商店的餐厅吃饭。 / 吃饭时发生的一件事，我至今仍记忆犹新。,3:4,0.717462,
both-book02-11908-122310,23,さっぱり,AっBり,さっぱり,さっぱり,both,book02,蜜蜂と遠雷,蜜蜂与远雷,122310,11908,2915,昨今|、|巷|で|は|「|ナント|カ|王子|」|が|溢れ|て|い|て|、|どれ|が|どれ|やら,さっぱり,分から|ない|。|彼女|は|芸能|ネタ|に|疎く|、|ゴシップ|や|下馬|評|など|に|も|全く|無|頓着,さっぱり,さっぱり,サッパリ,14255,副詞,さっぱり,サッパリ,和,昨今、巷では「ナントカ王子」が溢れていて、どれがどれやらさっぱり分からない。,"这两天，街头巷尾的传言都在议论“某某王子”,都分不清谁是谁了。 / 她对娱乐圈不熟悉，流言蜚语和八卦也跟她完全无缘。",2:2,1.0,
lemma_only-book02-13048-142282,23,さっぱり,AっBり,さっぱり,さっぱり,lemma_only,book02,蜜蜂と遠雷,蜜蜂与远雷,142282,13048,4055,に|なっ|た|。|視界|が|晴れ|た|よう|な|、|憑き物|が|落ち|た|よう|な|、|やけ|に,サッパリ,し|た|心境|な|の|が|自分|で|も|不思議|で|ある|。|今朝|まで|、|いや|、|風間|塵,サッパリ,さっぱり,サッパリ,14255,副詞,サッパリ,サッパリ,和,視界が晴れたような、憑き物が落ちたような、やけにサッパリした心境なのが自分でも不思議である。,就像视线忽然开阔，摆脱了阴魂不散的魔障，心情分外清爽，连自己都觉得不可思议。 / 今天早上，不，在听到风间尘的演奏之前，自己还怀着无比沉重的绝望。,2:2,1.0,
both-book02-15752-187060,23,さっぱり,AっBり,さっぱり,さっぱり,both,book02,蜜蜂と遠雷,蜜蜂与远雷,187060,15752,6759,いる|けれど|、|自分|の|演奏|が|終わっ|て|しまい|、|しかも|満足|の|いく|演奏|だっ|た|の|で,さっぱり,し|た|気分|で|残り|の|演奏|を|聴く|こと|が|でき|た|。|何|より|、|最終|日|の,さっぱり,さっぱり,サッパリ,14255,副詞,さっぱり,サッパリ,和,もちろんそれが心のどこかに引っ掛かっているけれど、自分の演奏が終わってしまい、しかも満足のいく演奏だったのでさっぱりした気分で残りの演奏を聴くことができた。,当然这件事他一直在内心某处挂念着，但自己的表演已经结束了，而且他的表演让自己很满意。 / 所以心情也就变得舒畅起来，可以好好地听剩下的演奏。,1:2,1.0,
both-book02-16508-199076,23,さっぱり,AっBり,さっぱり,さっぱり,both,book02,蜜蜂と遠雷,蜜蜂与远雷,199076,16508,7515,と|立ち尽くし|て|い|た|。|終わっ|た|。|俺|の|コンクール|は|終わっ|た|の|だ|。|なぜ|か,さっぱり,と|し|た|心地|だっ|た|。|憑き物|が|落ち|た|と|で|も|いう|の|か|。|もはや|、,さっぱり,さっぱり,サッパリ,14255,副詞,さっぱり,サッパリ,和,なぜかさっぱりとした心地だった。,不知为何，心情一片爽朗。 / 好像是贴在自己背上的幽灵已经消失了。,2:2,1.0,
both-book02-19171-242723,23,さっぱり,AっBり,さっぱり,さっぱり,both,book02,蜜蜂と遠雷,蜜蜂与远雷,242723,19171,10178,。|そう|思っ|た|はず|だっ|た|。|よい|体験|を|し|た|。|充実|感|が|あっ|た|。,さっぱり,し|た|。|そう|感じ|て|い|た|はず|だっ|た|。|満足|し|て|日常|に|戻っ|て|いける,さっぱり,さっぱり,サッパリ,14255,副詞,さっぱり,サッパリ,和,さっぱりした。,我玩得很尽兴，很充实，没有什么遗憾，本来应该是这种感觉，我应该心满意足地回到日常生活当中。,5:1,0.554494,
both-book02-19692-251840,23,さっぱり,AっBり,さっぱり,さっぱり,both,book02,蜜蜂と遠雷,蜜蜂与远雷,251840,19692,10699,た|の|だ|。|ジーンズ|に|セーター|。|顔|を|洗っ|た|の|か|、|化粧|っ気|も|なく|、,さっぱり,し|た|顔|の|少女|。|全く|飾り気|も|なく|、|あんな|素晴らしい|演奏|を|し|た|音楽|家|と,さっぱり,さっぱり,サッパリ,14255,副詞,さっぱり,サッパリ,和,顔を洗ったのか、化粧っ気もなく、さっぱりした顔の少女。,脸洗过了，没有化妆的痕迹，素面朝天的少女。 / 没有丝毫装饰，令人联想不到这就是那场出色演奏的音乐家，这个一脸懵懂的少女。,2:2,1.0,
both-book03-39034-340815,23,さっぱり,AっBり,さっぱり,さっぱり,both,book03,少年と犬,少年与犬,340815,39034,4567,に|向かう|と|真後ろ|を|見つめる|。|レオ|が|なに|を|求め|て|いる|の|か|、|美羽|に|は,さっぱり,わから|なかっ|た|。|「|湖東|の|方|に|行っ|て|みよう|か|。|この|時期|の|この|時間|なら,さっぱり,さっぱり,サッパリ,14255,副詞,さっぱり,サッパリ,和,レオがなにを求めているのか、美羽にはさっぱりわからなかった。,雷欧像是在寻找些什么，但此时的美羽对此一无所知。 / “咱们去湖东逛逛吧。,2:2,1.0,
both-book02-10630-100000,24,どきどき,ABAB,どきどき,どきどき,both,book02,蜜蜂と遠雷,蜜蜂与远雷,100000,10630,1637,ここ|の|ピアノ|を|鳴らせる|学生|が|いる|なんて|。|亜|夜|は|棒立ち|に|なっ|た|。|心臓|が,どきどき,する|。|凄まじい|パッセージ|。|しかも|、|オクターヴ|で|弾い|て|いる|の|に|音|の|粒|が|見事|に,どきどき,どきどき,ドキドキ,27193,副詞,どきどき,ドキドキ,和,心臓がどきどきする。,心脏怦怦直跳。,1:1,1.0,
both-book02-11170-110303,24,どきどき,ABAB,どきどき,どきどき,both,book02,蜜蜂と遠雷,蜜蜂与远雷,110303,11170,2177,つく|。|演奏|順|を|決める|くじ引き|。|まさか|一番|なん|か|引く|こと|は|ある|まい|と|思い|、,どきどき,し|ながら|箱|に|手|を|入れ|て|最初|に|触れ|た|紙|を|取り出し|、|開い|た|瞬間|、,どきどき,どきどき,ドキドキ,27193,副詞,どきどき,ドキドキ,和,まさか一番なんか引くことはあるまいと思い、どきどきしながら箱に手を入れて最初に触れた紙を取り出し、開いた瞬間、ＮＯ１、という非情な数字がパッと目に飛びこんできた。,不会那么背，抽到第一个吧。 / 颤抖着把手伸进箱子里，拿出第一张自己碰到的纸条，打开的瞬间，NO.1这个残忍的数字跳进眼帘。,1:2,1.0,
both-book02-11184-110613,24,どきどき,ABAB,どきどき,どきどき,both,book02,蜜蜂と遠雷,蜜蜂与远雷,110613,11184,2191,終わっ|て|、|楽|に|なれる|じゃ|ない|か|。|七十|人|も|八十|人|も|演奏|する|あいだ|、,どきどき,し|ながら|出番|を|待つ|より|は|いい|。|アレクセイ|は|そう|自分|を|慰め|た|。|だ|けど|、,どきどき,どきどき,ドキドキ,27193,副詞,どきどき,ドキドキ,和,七十人も八十人も演奏するあいだ、どきどきしながら出番を待つよりはいい。,对了，第一个演奏的话，可以比其他人都更早结束，其实也是一种解脱。 / 比起按捺心中的不安等七八十个人演奏完才轮到自己要好。,2:2,1.0,
both-book02-12370-130976,24,どきどき,ABAB,どきどき,どきどき,both,book02,蜜蜂と遠雷,蜜蜂与远雷,130976,12370,3377,ない|ふり|を|装っ|て|答え|て|いる|もの|の|、|実|は|、|朝|起き|た|瞬間|から|ずっと,どきどき,し|て|いる|の|だ|。|俺|は|二|次|に|進める|の|だろう|か|。|俺|は|どの|程度,どきどき,どきどき,ドキドキ,27193,副詞,どきどき,ドキドキ,和,明石は何気ないふりを装って答えているものの、実は、朝起きた瞬間からずっとどきどきしているのだ。,结果出来的一刻是决定命运的瞬间，但对观众来说，没有比这更刺激的好戏了。,1:1,1.0,
both-book02-12659-135846,24,どきどき,ABAB,どきどき,どきどき,both,book02,蜜蜂と遠雷,蜜蜂与远雷,135846,12659,3666,。|明石|も|その|聴衆|の|一|部分|に|なり|きっ|て|い|た|。|胸|が|ざわざわ|する|。,どきどき,し|て|、|身体|の|奥|が|熱く|なっ|て|くる|。|まさに|、|モーツァルト|の|、|すこん|と|突き抜け,どきどき,どきどき,ドキドキ,27193,副詞,どきどき,ドキドキ,和,どきどきして、身体の奥が熱くなってくる。,胸中一阵躁动。 / 心跳加速，身体里面变热了。,2:2,1.0,
both-book02-13930-155796,24,どきどき,ABAB,どきどき,どきどき,both,book02,蜜蜂と遠雷,蜜蜂与远雷,155796,13930,4937,、|また|出番|が|近付い|て|くる|と|胃|の|あたり|が|ずっしり|と|重く|なっ|て|き|た|。,どきどき,し|て|いる|、|熱|に|浮かさ|れ|た|よう|な|もう|一人|の|自分|の|意識|が|、|こう,どきどき,どきどき,ドキドキ,27193,副詞,どきどき,ドキドキ,和,どきどきしている、熱に浮かされたようなもう一人の自分の意識が、こうして立っている肉体の上にほんの少しずれて浮かんでいる感じ。,心跳不已，高烧不止，另一个自己的意识，似乎飘浮在自己的肉体上方更高一点的地方。,1:1,1.0,
both-book02-15765-187388,24,どきどき,ABAB,どきどき,どきどき,both,book02,蜜蜂と遠雷,蜜蜂与远雷,187388,15765,6772,亜|夜|。|パンフレット|を|見る|たび|に|、|まるで|初恋|の|人|に|会っ|た|か|の|よう|に,どきどき,し|て|しまう|の|が|我|ながら|純情|だ|。|あの|冴えざえ|と|し|た|、|目|の|覚める|よう,どきどき,どきどき,ドキドキ,27193,副詞,どきどき,ドキドキ,和,パンフレットを見るたびに、まるで初恋の人に会ったかのようにどきどきしてしまうのが我ながら純情だ。,每次看节目单，就像看到初恋一样，不禁心跳不已，看来自己还是太纯情了。 / 那种新鲜生动，让人耳目一新的演奏。,2:2,1.0,
both-book02-16353-196846,24,どきどき,ABAB,どきどき,どきどき,both,book02,蜜蜂と遠雷,蜜蜂与远雷,196846,16353,7360,てる|よ|、|すごーく|」|と|、|うろたえ|た|よう|に|苦笑|し|た|。|「|なん|か|、|すごーく,どきどき,する|わ|よ|ね|、|この|雰囲気|。|受験|の|合格|発表|みたい|。|ううん|、|それ|より|も|コーフン,どきどき,どきどき,ドキドキ,27193,副詞,どきどき,ドキドキ,和,「なんか、すごーくどきどきするわよね、この雰囲気。,“总之，心跳加速，忐忑不安吧。 / 这种气氛，就像公布考试结果。,2:2,1.0,
both-book02-18414-231286,24,どきどき,ABAB,どきどき,どきどき,both,book02,蜜蜂と遠雷,蜜蜂与远雷,231286,18414,9421,なぜ|か|自分|の|番|より|も|、|風間|塵|の|演奏|を|待っ|て|いる|時|の|ほう|が,どきどき,する|。|自分|の|演奏|は|何|を|する|か|分かっ|て|いる|し|、|いつ|の|ま|に|か,どきどき,どきどき,ドキドキ,27193,副詞,どきどき,ドキドキ,和,なぜか自分の番よりも、風間塵の演奏を待っている時のほうがどきどきする。,"不知为什么,比起等待自己的演出，等待风间尘的演出的时候，更忐忑不安。 / 自己的演奏，知道要弹些什么,问题只是怎么让演奏顺利结束。",2:2,1.0,
both-book02-19832-253953,24,どきどき,ABAB,どきどき,どきどき,both,book02,蜜蜂と遠雷,蜜蜂与远雷,253953,19832,10839,など|と|は|、|露|ほど|も|考え|て|い|ない|に|違い|ない|。|亜|夜|は|心臓|が,どきどき,し|て|き|た|。|まさか|。|まさか|、|そんな|。|失格|だ|なんて|。|あんな|に|素晴らしい|演奏|を,どきどき,どきどき,ドキドキ,27193,副詞,どきどき,ドキドキ,和,亜夜は心臓がどきどきしてきた。,亚夜的心不禁怦怦直跳。,1:1,1.0,
both-book02-20007-256111,24,どきどき,ABAB,どきどき,どきどき,both,book02,蜜蜂と遠雷,蜜蜂与远雷,256111,20007,11014,って|いったい|どっち|な|ん|だろう|？|　|失格|に|なっ|た|？|　|なら|なかっ|た|？|胸|が,どきどき,し|て|くる|。|スタッフ|が|、|先頭|に|立っ|て|下り|て|き|た|審査|委員|長|の|オリガ,どきどき,どきどき,ドキドキ,27193,副詞,どきどき,ドキドキ,和,胸がどきどきしてくる。,工作人员把麦克风递给领头走下来的评审委员长奥莉加。,2:1,1.0,
both-book02-21366-276941,24,どきどき,ABAB,どきどき,どきどき,both,book02,蜜蜂と遠雷,蜜蜂与远雷,276941,21366,12373,自分|に|気付く|。|お|願い|。|本当|に|これ|が|最後|の|お|願い|だ|から|。|なぜ|か,どきどき,し|て|くる|。|「|風間|塵|の|」|バルトーク|の|三|番|を|聴か|せ|て|。|あたし|に,どきどき,どきどき,ドキドキ,27193,副詞,どきどき,ドキドキ,和,なぜかどきどきしてくる。,让我听听风间尘的巴托克《第三协奏曲》。,2:1,0.911311,
both-book04-50068-413448,24,どきどき,ABAB,どきどき,どきどき,both,book04,夜に星を放つ,在夜晚放飞星星,413448,50068,1889,を|かすか|に|感じ|た|よう|な|気|が|し|た|。|目|を|閉じ|た|もの|の|胸|が,どきどき,し|た|。|いつ|の|間|に|か|、|私|は|深く|眠っ|て|い|た|。|保健|室|の,どきどき,どきどき,ドキドキ,27193,副詞,どきどき,ドキドキ,和,目を閉じたものの胸がどきどきした。,我闭上了眼，但是心跳得很快。,1:1,1.0,
both-book04-50170-415220,24,どきどき,ABAB,どきどき,どきどき,both,book04,夜に星を放つ,在夜晚放飞星星,415220,50170,1991,と|その|友人|グループ|が|立っ|て|いる|。|ああ|、|直接|なん|か|言わ|れる|ー|と|胸|が,どきどき,し|た|。|けれど|、|瀧澤|さん|が|放っ|た|一言|は|予想|外|の|もの|だっ|た|。|「,どきどき,どきどき,ドキドキ,27193,副詞,どきどき,ドキドキ,和,ああ、直接なんか言われるーと胸がどきどきした。,"抬头一看，泷泽和她那几个小团体的成员就站在我面前。 / 啊，要是直接对着我说什么,该如何是好，我感觉心脏狂跳起来。",2:2,1.0,
lemma_only-book04-51850-442690,24,どきどき,ABAB,どきどき,どきどき,lemma_only,book04,夜に星を放つ,在夜晚放飞星星,442690,51850,3671,て|マンション|へ|の|道|を|歩き|ながら|、|いつ|か|父|さん|に|話し|て|みよう|か|、|と,ドキドキ,し|ながら|思っ|て|い|た|。|オート|ロック|の|扉|が|開い|て|、|冷房|の|ひんやり|し|た,ドキドキ,どきどき,ドキドキ,27193,副詞,ドキドキ,ドキドキ,和,僕はその日、ランドセルを背負ってマンションへの道を歩きながら、いつか父さんに話してみようか、とドキドキしながら思っていた。,那天，我一边背着书包走在回家的路上，一边思考什么时候和爸爸聊聊，心里七上八下的。,1:1,1.0,
